#param	opt_value	std_err
N_A	14499.22172614954	25.085797492435585
T_EXP	437057.7199649394	4956.561112418555
N_AMH	23529.041201645898	89.00597539970639
T_OOA	72505.50835923913	369.5665253467066
N_MSL	27579.323481320032	97.10607286100478
N_OOA	1201.8001228082953	11.645882852557392
N_GBR	14122.52179679279	162.29447083114397
m	3.346146987747803e-05	2.782406889526852e-07
p_misid	0.030852004353018426	0.0001644255785455774
